Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
130,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,11 Nov 2017
131,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,12 Dec 2017
132,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,12 Feb 2018
133,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,12 Jan 2018
134,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,12 Mar 2018
135,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,13 Dec 2017
136,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,13 Jan 2018
137,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,13 Nov 2017
138,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,14 Dec 2017
139,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,14 Feb 2018
140,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,14 Nov 2017
141,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,15 Dec 2017
142,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,15 Feb 2018
143,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,15 Nov 2017
144,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,16 Dec 2017
145,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,16 Feb 2018
146,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,16 Jan 2018
147,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,16 Nov 2017
148,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,17 Feb 2018
149,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,17 Jan 2018
150,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,17 Nov 2017
151,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,18 Dec 2017
152,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,18 Jan 2018
153,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,18 Nov 2017
154,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,19 Dec 2017
155,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,19 Jan 2018
156,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,20 Dec 2017
157,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,20 Feb 2018
158,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,20 Jan 2018
159,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,20 Nov 2017
160,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,21 Dec 2017
161,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,21 Feb 2018
162,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,22 Dec 2017
163,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,22 Feb 2018
164,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,22 Jan 2018
165,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,22 Nov 2017
166,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,23 Dec 2017
167,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,23 Feb 2018
168,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,23 Jan 2018
169,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,23 Nov 2017
170,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,24 Feb 2018
171,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,24 Jan 2018
172,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,24 Nov 2017
173,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,25 Dec 2017
174,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,25 Jan 2018
175,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,25 Nov 2017
176,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,26 Dec 2017
177,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,26 Feb 2018
178,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,27 Dec 2017
179,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,27 Feb 2018
180,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,27 Jan 2018
181,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,27 Nov 2017
182,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,28 Dec 2017
183,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,28 Feb 2018
184,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,28 Nov 2017
185,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,29 Dec 2017
186,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,29 Jan 2018
187,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,29 Nov 2017
188,Kolhapur,Kolhapur(Laxmipuri),Jowar(Sorghum),Other,FAQ,1950,3200,2570,30 Dec 2017
